EventID,pathway,Node,DecisionTable,Attribute,Value,Date
559,Path1,Initial_patient_GP_Visit,,,,2009-12-26T00:00:00
559,Path1,Initial_patient_GP_Visit,,NhsNumber,7832003812,2009-12-26T00:00:00
560,Path1,patient_assessment,,,,2009-12-26T00:00:00
561,Path1,test_request,,,,2009-12-26T00:17:00
561,Path1,test_request,,PatientRcorded,TRUE,2009-12-26T00:17:00
562,Path1,Specimen_check,,,,2009-12-26T00:17:00
562,Path1,Specimen_check,,PerformingOrg,"{'Code': 'TKD13', 'DisplayName': 'Midtown District Hospital', 'AddressLine': 'Beckett Street', 'AddressCity': 'Leeds', 'AddressDistrict': 'West YorkShire', 'AddressPostalCode': 'LS9 7TF'}",2009-12-26T00:17:00
562,Path1,Specimen_check,,RequestingHCP,"{'Code': 'G6040649', 'DisplayName': 'Dr Jane Green'}",2009-12-26T00:17:00
562,Path1,Specimen_check,,OrgRequesting,"{'Code': 'D82015', 'DisplayName': 'Manor GP Practice', 'AddressLine': '30/32 Bridge Street', 'AddressCity': 'Downham Market', 'AddressDistrict': 'Norfolk', 'AddressPostalCode': 'PE38 9DH'}",2009-12-26T00:17:00
563,Path1,specimen_ready_for_test,,,,2009-12-26T00:17:00
563,Path1,specimen_ready_for_test,,Request,"{'Code': '26604007', 'DisplayName': 'FBC - Full blood count', 'text': 'FBC'}",2009-12-26T00:17:00
563,Path1,specimen_ready_for_test,,CollectingHCP,"{'Code': 'J7040649', 'DisplayName': 'Alice Jones'}",2009-12-26T00:17:00
563,Path1,specimen_ready_for_test,,OrgCollecting,"{'Code': 'D82015', 'DisplayName': 'Manor GP Practice', 'AddressLine': '30/32 Bridge Street', 'AddressCity': 'Downham Market', 'AddressDistrict': 'Norfolk', 'AddressPostalCode': 'PE38 9DH'}",2009-12-26T00:17:00
563,Path1,specimen_ready_for_test,,Specimen,"{'Code': '53130003', 'DisplayName': 'Venous blood (substance)'}",2009-12-26T00:17:00
564,Path1,lab_test,,,,2009-12-26T00:17:00
565,Path1,test_report,,,,2009-12-26T00:19:00
565,Path1,test_report,,PerformingHCP,"{'Code': 'J7040649', 'DisplayName': 'Alice Jones'}",2009-12-26T00:19:00
565,Path1,test_report,,obs,"OrderedDict([('id', '33'), ('code', '1107481000000100'), ('DisplayName', 'HbA1c (haemoglobin A1c) substance concentration in blood'), ('value', '76'), ('unit', 'mmol/mol'), ('unit_code', 'mmol/mol'), ('system', 'http://unitsofmeasure.org')])",2009-12-26T00:19:00
566,Path1,send_report,,,,2009-12-26T00:19:00
567,Path1,receive_report,,,,2009-12-26T00:19:00
567,Path1,receive_report,,Report,"{'Code': '1028441000000104', 'DisplayName': 'Potassium Level (Observable entity)'}",2009-12-26T00:19:00
567,Path1,receive_report,,BundleSent,TRUE,2009-12-26T00:19:00
568,Path1,GP_checks_report,,,,2009-12-26T00:19:00
569,Path1,inform_patient,,,,2009-12-26T00:19:00
570,Path1,Finish,,,,2009-12-26T21:19:00
570,Path1,Finish,,listing_provided,TRUE,2009-12-26T21:19:00
570,Path1,Finish,,json_provided,TRUE,2009-12-26T21:19:00
571,Path1,Finish,,,,2009-12-26T21:19:00
